Age,Annual_Income,CIBIL_Score,Home_Ownership,Employment_Length,Loan_Intent,Loan_Amount,Loan_Status,Outstanding_Debts,Average_Monthly_Expenditure,Frequency_of_Card_Usage,Bill_Payment_Timeliness,Late_Payment_Penalties,Number_of_Missed_Payments,ATM_Withdrawal_Frequency,Preferred_Payment_Method,Insurance_Coverage,Financial_Literacy_Level,Number_of_Credit_Cards_Owned,Number_of_Bank_Accounts,Risk_Appetite,Savings_Habits,Venmo Visa Credit Card,Synchrony Premier World Mastercard,CareCredit Credit Card,PayPal Cashback World Mastercard,Ashley Advantage Credit Card,Synchrony HOME Credit Card,Synchrony Car Care Credit Card,Verizon Visa Card
32,2538322,463,Own,3,Personal,974265,Defaulted,13261,111047,15,Late,1,1,10,Cash,1,Medium,2,6,Medium,Average,0,0,0,0,0,1,0,0
60,932555,687,Rent,1,Home,716397,Defaulted,400140,127182,48,On Time,0,0,7,Credit Card,1,High,3,2,Low,Poor,0,0,0,1,0,0,0,1
46,517531,308,Rent,22,Car,970909,Paid,357069,5944,18,On Time,0,9,12,Debit Card,1,Medium,1,6,Medium,Average,0,0,0,0,0,0,1,0
53,2141295,665,Rent,21,Education,446253,Defaulted,200096,86282,33,On Time,1,2,6,Debit Card,1,Low,1,3,High,Average,0,0,0,0,0,0,0,0
30,1762331,311,Rent,9,Home,981592,Paid,359964,108293,31,Late,0,4,6,UPI,0,Medium,1,2,Low,Good,1,0,0,0,0,0,0,0
49,2298786,373,Own,34,Education,784208,Defaulted,96574,80196,37,Late,0,8,0,Cash,1,Low,3,3,Low,Poor,0,0,0,0,0,1,0,0
24,869419,537,Own,26,Education,610019,Paid,269214,144073,23,Late,0,1,14,UPI,1,Low,1,9,High,Good,0,0,0,0,0,1,0,0
68,663566,407,Own,23,Car,579467,Defaulted,469112,45604,42,Late,1,9,14,Credit Card,1,Low,3,9,Medium,Good,0,0,0,1,0,0,1,1
39,2937295,824,Rent,6,Personal,284111,Paid,275584,131799,27,Late,0,1,12,Debit Card,0,High,4,8,Medium,Poor,0,1,0,0,0,0,0,0
45,2859650,533,Rent,20,Credit Card,437050,Defaulted,161885,125029,40,On Time,1,4,3,Credit Card,1,High,4,1,High,Poor,0,0,0,1,0,0,0,1
19,328798,738,Rent,7,Education,104638,Defaulted,269814,147493,9,Late,1,6,9,Credit Card,0,Medium,3,9,High,Average,0,0,0,0,0,0,0,0
59,2978443,780,Own,4,Credit Card,141512,Defaulted,226137,92868,24,On Time,1,9,15,Cash,1,High,4,3,Low,Poor,0,1,0,0,0,1,0,0
62,353816,391,Own,15,Personal,586685,Paid,298724,85647,35,Late,0,7,18,Credit Card,1,Low,2,9,High,Average,0,0,1,1,0,1,0,1
23,361468,497,Own,17,Credit Card,239155,Paid,489032,77909,37,On Time,1,2,4,UPI,0,Low,2,9,High,Poor,1,0,1,0,0,1,0,0
45,2792177,415,Rent,22,Education,484615,Paid,141976,9120,3,On Time,0,3,14,Cash,0,Low,3,2,High,Poor,0,0,0,0,0,0,0,0
45,605972,664,Rent,20,Car,315561,Defaulted,465596,122305,33,On Time,1,1,5,Credit Card,0,High,1,2,Low,Average,0,0,0,1,0,0,0,1
61,1246489,452,Own,21,Car,886339,Paid,121138,112788,22,Late,0,4,11,Credit Card,0,High,3,3,Low,Poor,0,0,0,1,0,1,1,1
61,451585,407,Own,12,Home,101173,Defaulted,32771,129821,40,On Time,0,0,2,Credit Card,1,Low,1,8,High,Average,0,0,1,1,0,1,0,1
37,1652397,827,Own,10,Education,924437,Defaulted,249967,50303,12,Late,0,8,8,Credit Card,1,Low,4,7,High,Poor,0,0,0,0,0,1,0,1
47,699459,355,Rent,5,Home,107807,Paid,281157,66235,23,On Time,0,6,18,Credit Card,1,Medium,2,1,High,Average,0,0,0,1,0,0,0,1
28,2974928,751,Rent,8,Credit Card,192167,Paid,307613,106846,27,Late,0,6,15,UPI,0,Medium,1,8,Low,Average,0,1,0,0,0,0,0,0
45,630703,691,Own,19,Home,926134,Paid,396665,123573,19,Late,1,9,15,UPI,1,Medium,2,9,Medium,Average,0,0,0,0,1,1,0,0
42,296816,507,Own,23,Personal,784082,Defaulted,379287,49665,13,Late,0,4,7,UPI,1,Low,3,1,High,Poor,0,0,1,0,0,0,0,0
56,1120374,809,Rent,11,Personal,93519,Defaulted,190040,146160,34,On Time,1,8,1,Credit Card,0,High,3,3,Low,Poor,0,1,0,1,0,0,0,1
50,1114374,854,Own,34,Car,525434,Defaulted,219549,46674,4,Late,1,7,2,Cash,0,Low,2,6,Low,Average,0,0,0,0,0,0,0,0
18,597974,599,Rent,24,Home,588080,Paid,397554,135213,8,On Time,0,1,14,Debit Card,0,Medium,2,9,Low,Poor,0,0,0,0,0,0,0,0
44,1097774,578,Rent,26,Education,984232,Paid,83016,117085,4,On Time,0,6,12,Cash,0,High,1,4,Medium,Good,0,0,0,0,0,0,0,0
69,1942672,443,Own,0,Car,931063,Defaulted,38314,145842,23,On Time,1,0,11,Debit Card,0,Low,2,4,Low,Average,0,0,0,0,0,1,1,0
30,1981131,503,Rent,11,Credit Card,102535,Defaulted,439243,129966,48,Late,0,5,15,Credit Card,1,High,3,5,High,Poor,1,0,0,1,0,0,0,1
58,2814666,528,Own,0,Credit Card,780181,Paid,1852,133890,31,Late,0,1,11,Debit Card,0,High,2,5,Medium,Average,0,0,0,0,0,1,0,0
20,527282,564,Rent,12,Car,325482,Paid,62207,124983,35,On Time,1,1,15,Debit Card,1,High,4,2,Low,Poor,1,0,0,0,0,0,1,0
56,2150078,765,Rent,5,Personal,876465,Paid,119276,76581,44,Late,0,0,7,Debit Card,1,Low,3,4,Low,Poor,0,1,0,0,0,0,0,0
23,502702,436,Rent,28,Personal,693164,Defaulted,157721,25521,28,On Time,0,1,6,Cash,1,Low,3,7,High,Poor,0,0,0,0,0,0,0,0
25,2088100,539,Rent,3,Credit Card,351239,Paid,95225,74111,48,Late,1,1,6,Debit Card,0,High,1,9,Low,Good,1,0,0,0,0,0,0,0
44,2634417,748,Rent,22,Personal,636437,Paid,197690,40939,48,On Time,0,4,16,Debit Card,0,High,4,4,Medium,Poor,0,0,0,0,0,0,0,0
26,1379453,614,Rent,7,Credit Card,395888,Defaulted,176135,23498,27,On Time,0,0,1,Cash,0,Medium,4,9,High,Good,0,0,0,0,0,0,0,0
54,2090612,450,Rent,1,Personal,181120,Defaulted,485522,120075,40,Late,0,9,2,UPI,1,Medium,2,5,High,Poor,0,0,0,0,0,0,0,0
50,2552756,624,Rent,3,Credit Card,801043,Paid,179872,70452,40,Late,0,3,19,Cash,1,Low,1,9,Medium,Poor,0,0,0,0,0,0,0,0
68,1809903,702,Rent,22,Credit Card,469612,Paid,363715,120656,8,On Time,0,7,0,Debit Card,0,High,2,9,High,Good,0,0,0,0,0,0,0,0
59,532003,652,Rent,20,Credit Card,794124,Defaulted,348683,36253,8,Late,1,8,11,Debit Card,1,Low,4,7,High,Poor,0,0,0,0,0,0,0,0
61,562486,409,Own,25,Personal,740758,Defaulted,156359,29134,4,Late,0,9,3,Debit Card,0,High,3,7,High,Average,0,0,0,0,0,0,0,0
41,904105,765,Rent,29,Education,157849,Defaulted,470328,121953,20,Late,1,2,8,Credit Card,0,Low,2,6,High,Poor,0,0,0,1,0,0,0,1
32,991893,339,Rent,32,Credit Card,671863,Paid,37037,40439,13,Late,0,6,7,Cash,1,High,1,1,High,Poor,0,0,0,0,0,0,0,0
49,1289407,639,Own,21,Personal,976207,Defaulted,440004,95206,46,Late,1,2,6,Cash,0,Medium,2,3,Low,Poor,0,0,0,0,0,1,0,0
49,336803,671,Own,11,Education,540701,Defaulted,339743,42757,49,On Time,1,9,9,Cash,1,Low,3,4,Medium,Poor,0,0,0,0,0,0,0,0
41,221500,824,Own,5,Credit Card,220937,Paid,401784,44988,16,On Time,1,9,16,UPI,0,High,4,1,Low,Good,0,0,0,0,0,0,0,0
58,2854557,806,Own,19,Education,397509,Paid,20156,16868,16,Late,0,2,2,Cash,0,High,3,4,Low,Average,0,0,0,0,0,0,0,0
69,294138,352,Own,6,Home,669317,Paid,196804,115461,8,On Time,0,3,16,Credit Card,1,Medium,3,9,Medium,Good,0,0,1,0,1,1,0,0
66,1410822,379,Own,29,Credit Card,768624,Paid,462977,111847,24,On Time,0,0,10,Cash,0,High,4,6,High,Good,0,0,0,0,0,1,0,0
66,2854648,650,Rent,7,Credit Card,746713,Defaulted,297348,105038,1,Late,1,1,14,UPI,0,Low,4,2,Medium,Poor,0,0,0,0,0,0,0,0
69,2644024,850,Rent,16,Personal,994627,Paid,450741,67632,34,On Time,1,4,17,Credit Card,1,Low,1,5,High,Good,0,1,0,1,0,0,0,1
29,1333058,639,Own,27,Home,59738,Defaulted,359254,147274,37,On Time,0,8,17,UPI,1,Low,1,3,High,Average,1,0,0,0,0,1,0,0
56,2234768,420,Own,31,Personal,660466,Defaulted,111300,149382,5,Late,1,3,1,UPI,1,Low,2,6,Medium,Good,0,0,0,0,0,1,0,0
19,1274536,364,Own,8,Car,967989,Defaulted,282427,28751,48,On Time,1,6,16,Debit Card,0,Low,1,7,High,Average,1,0,0,0,0,0,1,0
20,1127751,739,Own,3,Home,405618,Defaulted,9104,19649,9,On Time,1,8,14,UPI,1,High,4,3,Medium,Good,0,0,0,0,1,0,0,0
66,1869206,595,Own,2,Credit Card,891590,Defaulted,469733,75332,42,On Time,0,1,1,Credit Card,1,Low,4,9,High,Average,0,0,0,1,0,1,0,1
54,2545245,504,Rent,6,Credit Card,886365,Defaulted,311664,146785,13,Late,0,0,3,Credit Card,1,Low,1,3,Low,Good,0,0,0,0,0,0,0,1
66,226038,856,Rent,9,Credit Card,428562,Defaulted,54537,126854,49,Late,0,3,13,Credit Card,0,High,1,1,Low,Good,0,0,0,1,0,0,0,1
34,846520,577,Own,32,Home,994568,Defaulted,303109,88069,15,Late,1,5,17,Cash,1,Medium,3,5,Low,Good,0,0,0,0,1,1,0,0
66,534629,434,Own,13,Credit Card,822851,Defaulted,325370,15126,20,Late,0,5,9,Cash,1,Medium,3,2,Medium,Good,0,0,0,0,0,0,0,0
19,782061,677,Own,17,Car,933348,Paid,23764,107091,27,Late,1,2,17,UPI,1,Low,2,5,Low,Average,0,0,0,0,0,1,1,0
19,2904831,351,Own,32,Education,866695,Defaulted,131983,10633,26,Late,1,0,16,UPI,1,High,2,8,Medium,Average,0,0,0,0,0,0,0,0
45,2157234,879,Rent,25,Home,895224,Paid,316126,94384,49,Late,1,3,7,Debit Card,0,Medium,2,1,High,Good,0,1,0,0,0,0,0,0
40,350636,366,Own,16,Education,630945,Defaulted,145447,124346,1,Late,0,1,18,Credit Card,0,Medium,2,8,High,Good,0,0,1,0,0,1,0,0
54,1196173,302,Rent,27,Personal,289994,Defaulted,282152,81090,28,Late,0,0,3,Debit Card,1,High,2,3,Low,Poor,0,0,0,0,0,0,0,0
49,2184194,869,Rent,1,Personal,901309,Defaulted,382560,147327,29,Late,1,5,8,Credit Card,0,Medium,3,7,High,Good,0,1,0,1,0,0,0,1
50,2329955,750,Rent,31,Home,540206,Defaulted,186823,12518,7,Late,0,7,10,UPI,1,High,1,9,High,Good,0,0,0,0,0,0,0,0
18,1102140,809,Rent,26,Credit Card,132418,Paid,120274,34903,4,Late,0,1,19,Cash,1,Medium,1,5,Medium,Poor,0,0,0,0,0,0,0,0
36,329997,737,Rent,30,Personal,308136,Defaulted,362241,137395,47,On Time,1,2,12,Cash,1,Medium,2,4,Medium,Good,0,0,0,0,0,0,0,0
19,1876702,827,Rent,3,Personal,971462,Paid,383735,96529,45,On Time,0,5,10,UPI,0,High,4,4,Low,Poor,1,1,0,0,0,0,0,0
61,262759,401,Rent,34,Car,679658,Paid,393625,148640,25,On Time,0,1,16,UPI,0,High,1,5,Medium,Good,0,0,1,0,0,0,1,0
43,1354889,736,Rent,31,Personal,428625,Paid,452485,50108,36,Late,1,0,14,Credit Card,0,High,4,3,Low,Poor,0,0,0,1,0,0,0,1
49,2677101,320,Rent,10,Personal,941049,Defaulted,443282,141638,23,On Time,1,1,14,Debit Card,1,High,4,9,Medium,Average,0,0,0,0,0,0,0,0
23,2686441,686,Rent,22,Personal,858794,Defaulted,29781,21039,11,On Time,1,4,7,Debit Card,1,High,1,7,Low,Average,0,0,0,0,0,0,0,0
49,1581219,832,Own,22,Credit Card,320388,Paid,429046,9130,40,Late,0,6,1,Debit Card,1,Medium,1,2,High,Poor,0,1,0,0,0,0,0,0
21,802531,391,Own,34,Personal,455395,Paid,433522,11660,25,On Time,1,7,9,UPI,0,Low,2,3,Low,Good,0,0,0,0,0,0,0,0
28,1967089,432,Rent,16,Home,970650,Paid,344674,124684,33,Late,1,2,2,Debit Card,1,Medium,1,2,Low,Good,1,0,0,0,0,0,0,0
34,1392508,804,Own,19,Credit Card,919040,Defaulted,483494,109176,2,Late,1,6,3,Debit Card,0,Medium,3,1,Low,Good,0,0,0,0,0,1,0,0
55,2380098,752,Own,31,Car,634875,Paid,368775,29525,3,Late,1,6,10,Credit Card,1,Medium,4,5,High,Good,0,0,0,0,0,0,1,0
41,842641,447,Own,4,Personal,261659,Defaulted,473148,13533,39,On Time,1,4,4,UPI,1,Low,2,8,High,Average,0,0,0,0,0,0,0,0
22,1266246,531,Own,14,Credit Card,136777,Defaulted,12288,15595,17,Late,0,3,5,Credit Card,1,High,4,7,Low,Good,0,0,0,1,0,0,0,1
69,1158784,464,Rent,31,Credit Card,772317,Paid,463578,49685,49,On Time,1,7,16,Credit Card,0,Low,2,2,High,Good,0,0,0,1,0,0,0,1
51,1338270,613,Rent,33,Personal,133530,Defaulted,137903,51743,31,Late,1,8,17,Cash,1,Medium,3,1,High,Good,0,0,0,0,0,0,0,0
23,1721215,597,Rent,25,Car,189376,Defaulted,478259,31066,33,On Time,0,7,4,Debit Card,0,Low,3,4,High,Average,1,0,0,0,0,0,0,0
39,2150172,522,Own,14,Personal,303395,Paid,375115,77111,45,On Time,1,3,0,Cash,1,High,2,6,Medium,Poor,0,0,0,0,0,1,0,0
28,1534530,652,Own,8,Personal,662195,Defaulted,282852,63030,7,On Time,1,1,6,Cash,1,Medium,2,1,Low,Good,0,0,0,0,0,1,0,0
65,2406812,715,Own,4,Home,510912,Defaulted,23740,29889,31,Late,1,5,15,Debit Card,1,Medium,4,8,Medium,Good,0,0,0,0,1,0,0,0
33,1487970,361,Rent,33,Credit Card,449583,Defaulted,5147,147812,48,On Time,0,1,10,Debit Card,0,Low,1,2,Low,Poor,1,0,0,0,0,0,0,0
50,638804,675,Rent,32,Education,652738,Defaulted,367821,112528,32,On Time,1,8,2,Credit Card,0,Low,3,7,Medium,Average,0,0,0,1,0,0,0,1
26,1147538,898,Own,20,Car,348930,Paid,400066,71904,19,On Time,1,7,8,Cash,1,High,3,2,Low,Poor,0,0,0,0,0,1,1,0
23,1512667,704,Rent,2,Car,229610,Paid,289719,104128,9,Late,1,2,10,Cash,1,Medium,4,5,Low,Average,0,0,0,0,0,0,1,0
33,1803820,554,Rent,29,Credit Card,113719,Paid,262418,129743,26,Late,0,8,11,Credit Card,0,Low,4,4,High,Good,0,0,0,1,0,0,0,1
46,1466828,750,Own,4,Education,741371,Paid,239507,7559,35,Late,0,4,16,Credit Card,1,High,4,7,Low,Average,0,0,0,1,0,0,0,1
20,805134,689,Own,23,Education,726694,Defaulted,220892,89748,27,On Time,1,7,2,Debit Card,1,Low,1,2,High,Good,0,0,0,0,0,1,0,0
37,1002735,647,Rent,15,Education,503141,Paid,322788,142416,34,On Time,1,1,7,Cash,1,High,3,2,Low,Poor,0,0,0,0,0,0,0,0
53,1010463,801,Own,5,Credit Card,786597,Paid,69047,21923,35,On Time,0,6,10,Cash,1,Medium,4,1,Low,Average,0,1,0,0,0,0,0,0
36,819074,621,Rent,34,Personal,833788,Paid,198689,131415,39,Late,1,5,12,Cash,1,Medium,2,1,High,Good,0,0,0,0,0,0,0,0
43,287389,843,Rent,25,Car,997786,Paid,423859,23835,22,Late,0,3,9,Debit Card,0,Low,3,7,Low,Good,0,0,0,0,0,0,1,0
20,1659769,363,Rent,0,Education,334206,Defaulted,285874,80166,43,On Time,0,1,7,Debit Card,0,Low,3,2,High,Average,1,0,0,0,0,0,0,0
36,504851,453,Own,19,Personal,140507,Defaulted,258926,39988,10,On Time,1,4,17,Cash,0,High,1,9,High,Good,0,0,0,0,0,0,0,0
37,537905,816,Own,10,Car,889527,Paid,2763,70760,12,On Time,0,9,6,UPI,1,Low,1,2,Medium,Poor,0,0,0,0,0,1,1,0
49,1747800,694,Own,19,Car,352691,Defaulted,104683,77152,45,Late,0,2,19,Cash,0,Medium,3,6,Low,Good,0,0,0,0,0,1,1,0
24,347712,629,Rent,3,Home,798131,Paid,66506,117470,16,Late,0,9,1,Credit Card,0,Low,3,9,Low,Average,0,0,0,1,0,0,0,1
69,493679,762,Own,29,Education,509395,Defaulted,11420,149277,42,On Time,1,5,18,Debit Card,0,Low,2,6,Medium,Poor,0,0,0,0,0,1,0,0
58,1921737,391,Own,21,Credit Card,651548,Defaulted,419118,37355,17,On Time,1,9,18,Cash,0,High,2,3,Low,Good,0,0,0,0,0,0,0,0
50,2911120,521,Own,17,Personal,466148,Defaulted,10885,75997,45,On Time,1,1,16,Cash,0,High,2,1,High,Average,0,0,0,0,0,1,0,0
57,2567261,489,Rent,4,Education,68277,Defaulted,86412,38804,35,Late,1,3,0,Cash,0,Low,2,7,High,Average,0,0,0,0,0,0,0,0
56,2704098,871,Rent,29,Credit Card,894626,Defaulted,287842,29130,8,Late,1,7,7,Cash,0,High,4,5,Low,Poor,0,0,0,0,0,0,0,0
35,2326705,504,Own,4,Personal,923899,Paid,257460,125064,46,Late,0,7,8,Debit Card,0,Low,3,1,High,Average,0,0,0,0,0,1,0,0
57,2678098,511,Own,13,Personal,955965,Defaulted,393547,32937,41,On Time,1,1,9,Cash,1,Medium,4,2,High,Poor,0,0,0,0,0,0,0,0
18,1781165,388,Rent,10,Credit Card,269221,Paid,235524,81615,30,Late,1,1,7,UPI,0,Low,2,1,Low,Poor,0,0,0,0,0,0,0,0
28,2578232,662,Own,20,Credit Card,869620,Paid,89121,53988,21,Late,1,7,10,Debit Card,0,High,1,8,High,Good,0,0,0,0,0,1,0,0
45,438625,670,Rent,10,Education,692473,Defaulted,227483,62986,9,Late,1,8,13,Cash,1,Low,3,9,High,Good,0,0,0,0,0,0,0,0
42,1761887,631,Rent,31,Car,765429,Defaulted,8566,24954,8,On Time,1,0,5,UPI,0,Medium,4,5,Low,Poor,0,0,0,0,0,0,0,0
67,1918091,725,Own,28,Personal,412127,Defaulted,398923,111030,21,On Time,1,1,18,UPI,1,High,3,1,Low,Average,0,0,0,0,0,1,0,0
40,2687274,754,Own,2,Car,345125,Defaulted,322484,46410,39,Late,1,7,1,Debit Card,0,Low,3,6,High,Good,0,1,0,0,0,0,0,0
48,1375806,721,Own,12,Education,236592,Paid,167445,126498,1,On Time,0,2,13,UPI,1,High,2,3,High,Good,0,0,0,0,0,1,0,0
47,2346000,470,Rent,5,Car,423581,Defaulted,423124,97393,8,On Time,0,9,18,Debit Card,1,High,1,1,High,Average,0,0,0,0,0,0,1,0
59,464186,548,Rent,27,Education,271449,Paid,49018,127257,41,Late,1,2,19,Debit Card,0,Low,1,8,Low,Poor,0,0,1,0,0,0,0,0
52,1951538,480,Own,30,Credit Card,408993,Paid,210833,145217,3,Late,1,1,11,Credit Card,1,Medium,2,1,High,Average,0,0,0,0,0,1,0,0
24,1023692,774,Rent,22,Home,780447,Paid,436811,101541,40,On Time,1,4,8,Cash,1,Low,4,2,High,Good,1,1,0,0,0,0,0,0
33,498470,782,Own,5,Credit Card,681769,Defaulted,420990,115469,13,Late,0,9,5,Cash,0,Low,2,5,High,Good,0,0,0,0,0,1,0,0
43,1383306,683,Rent,21,Education,698097,Defaulted,156695,71781,32,On Time,1,7,6,Debit Card,1,High,2,2,High,Poor,0,0,0,0,0,0,0,0
65,806143,703,Own,33,Home,753437,Paid,217569,7927,14,Late,1,9,15,Credit Card,0,High,1,4,Medium,Good,0,0,0,0,1,0,0,1
69,546758,460,Own,6,Personal,839417,Defaulted,54666,89195,22,On Time,0,7,0,Credit Card,1,Low,2,2,Medium,Good,0,0,0,1,0,1,0,1
66,2990060,547,Rent,0,Education,238836,Defaulted,169334,127776,19,Late,1,9,2,Credit Card,0,Medium,4,8,High,Average,0,0,0,1,0,0,0,1
19,2972180,618,Own,31,Home,518642,Defaulted,152329,62427,8,Late,0,7,10,Debit Card,1,High,2,3,Low,Good,0,0,0,0,1,1,0,0
18,2532480,830,Own,21,Car,563120,Paid,100196,122674,25,On Time,0,7,19,Credit Card,0,High,2,7,Medium,Average,0,1,0,1,0,1,1,1
65,1140050,412,Own,2,Home,499924,Paid,115198,127862,37,On Time,0,7,1,Credit Card,0,Low,2,7,High,Poor,0,0,0,1,1,1,0,1
29,775606,862,Own,3,Personal,135770,Paid,126007,20580,18,On Time,0,4,15,Debit Card,0,High,2,6,Medium,Poor,0,0,0,0,0,0,0,0
22,1023597,643,Rent,16,Credit Card,630391,Paid,473333,57299,21,Late,0,1,18,Credit Card,1,Low,3,2,High,Average,0,0,0,1,0,0,0,1
54,2784802,422,Own,34,Car,458889,Defaulted,252750,18415,23,On Time,0,4,2,Debit Card,0,Medium,4,4,Low,Good,0,0,0,0,0,0,0,0
49,394042,618,Rent,22,Credit Card,839884,Defaulted,480393,56256,6,Late,0,4,0,Cash,0,Low,2,3,Low,Average,0,0,0,0,0,0,0,0
26,2091828,873,Own,28,Personal,777732,Paid,73801,129754,11,Late,1,5,2,Debit Card,0,Medium,1,7,High,Average,0,0,0,0,0,1,0,0
58,1031843,777,Own,1,Car,540737,Paid,305469,52373,24,On Time,0,7,12,Cash,0,Medium,2,1,High,Average,0,1,0,0,0,1,1,0
52,688124,712,Own,5,Personal,554133,Defaulted,426532,126392,11,On Time,1,5,12,Debit Card,0,Medium,4,1,Low,Average,0,0,0,0,0,1,0,0
36,2770726,885,Own,23,Personal,704366,Paid,383929,38211,30,Late,1,0,15,Cash,1,Low,3,7,High,Poor,0,1,0,0,0,0,0,0
65,429014,544,Own,1,Education,125600,Paid,27858,69380,31,Late,1,7,15,UPI,1,High,3,6,High,Poor,0,0,1,0,0,1,0,0
33,2504222,843,Rent,11,Car,67511,Paid,450825,60971,28,Late,1,1,7,Debit Card,1,Medium,1,4,Low,Poor,0,1,0,0,0,0,1,0
20,1809343,756,Own,4,Education,492532,Paid,421200,36587,17,Late,0,9,18,Cash,0,Medium,4,4,Medium,Poor,0,0,0,0,0,0,0,0
37,2134898,452,Rent,14,Personal,974042,Defaulted,334074,46252,15,Late,0,4,10,UPI,1,Medium,2,2,Medium,Poor,0,0,0,0,0,0,0,0
41,2011646,314,Own,12,Education,563456,Defaulted,239424,125962,2,Late,0,2,12,UPI,1,High,2,7,Low,Poor,0,0,0,0,0,1,0,0
50,239906,742,Rent,9,Credit Card,252152,Defaulted,488284,106347,19,On Time,0,9,18,Cash,0,Medium,2,4,Medium,Average,0,0,0,0,0,0,0,0
41,853811,603,Rent,21,Home,981087,Defaulted,47438,143694,30,On Time,0,6,6,Credit Card,1,Low,3,1,High,Good,0,0,0,1,0,0,0,1
69,1846062,544,Own,28,Education,944726,Defaulted,208225,79691,10,Late,0,4,13,UPI,0,Low,4,7,Medium,Good,0,0,0,0,0,1,0,0
28,1229141,866,Own,6,Credit Card,318448,Defaulted,135184,16897,36,Late,0,2,6,Cash,1,Low,2,3,High,Average,1,1,0,0,0,0,0,0
66,2208685,853,Own,21,Personal,426614,Paid,366434,48722,40,Late,0,1,10,Cash,0,High,1,1,Medium,Good,0,1,0,0,0,0,0,0
25,2568838,754,Own,3,Education,695201,Defaulted,49753,132821,4,On Time,0,2,12,UPI,1,Medium,2,1,High,Good,0,0,0,0,0,1,0,0
53,1723232,658,Rent,1,Education,723837,Paid,255311,63344,5,Late,1,3,14,Credit Card,1,High,4,8,Low,Average,0,0,0,0,0,0,0,0
55,2062782,351,Own,21,Credit Card,989509,Paid,326275,92385,16,Late,0,4,4,Cash,1,Low,1,5,Medium,Good,0,0,0,0,0,1,0,0
57,2698924,310,Own,23,Personal,53266,Paid,299215,138433,20,Late,1,7,12,Debit Card,0,Medium,1,1,Medium,Average,0,0,0,0,0,1,0,0
37,449699,899,Rent,25,Credit Card,794351,Defaulted,418926,57990,43,Late,1,6,11,Cash,0,High,4,4,Medium,Poor,0,0,0,0,0,0,0,0
52,278342,526,Rent,21,Car,795308,Defaulted,211530,147064,49,On Time,1,7,6,UPI,1,High,3,6,High,Average,0,0,1,0,0,0,1,0
65,2677183,413,Rent,4,Personal,253644,Paid,431704,123543,17,On Time,1,4,14,Cash,0,Low,1,6,Medium,Good,0,0,0,0,0,0,0,0
42,2995098,836,Rent,9,Personal,826606,Defaulted,51915,49344,8,Late,1,5,4,Cash,0,Medium,3,7,Medium,Average,0,0,0,0,0,0,0,0
52,850369,386,Own,18,Credit Card,554930,Paid,495546,47796,1,Late,0,6,8,Cash,1,Low,2,7,High,Average,0,0,0,0,0,0,0,0
42,2312016,892,Rent,21,Credit Card,862876,Paid,35399,53665,9,On Time,0,9,15,UPI,1,Low,2,2,Medium,Average,0,0,0,0,0,0,0,0
46,1868416,549,Rent,26,Home,197752,Paid,461624,95023,40,Late,0,1,7,Cash,1,Medium,1,3,High,Average,0,0,0,0,0,0,0,0
35,460281,549,Rent,1,Credit Card,62867,Defaulted,310975,113368,7,Late,0,7,7,Debit Card,0,Low,4,9,Low,Average,0,0,1,0,0,0,0,0
63,1569709,720,Rent,20,Car,259150,Defaulted,471995,104672,21,On Time,1,1,13,Cash,1,Low,1,5,Low,Average,0,0,0,0,0,0,1,0
35,2792224,509,Rent,24,Car,568057,Paid,147962,115997,25,Late,0,8,8,Credit Card,0,Medium,4,8,Medium,Good,0,0,0,1,0,0,1,1
19,1003737,820,Rent,21,Credit Card,981529,Paid,187147,91505,16,On Time,1,8,5,Cash,0,Low,4,6,Low,Poor,0,0,0,0,0,0,0,0
52,277474,847,Own,8,Home,703295,Paid,378925,112559,6,On Time,0,2,6,Credit Card,1,Low,2,8,High,Good,0,0,0,0,1,1,0,0
33,252810,356,Rent,30,Home,557283,Paid,117462,67018,35,Late,1,5,0,Debit Card,0,Low,3,5,Medium,Average,1,0,1,0,0,0,0,0
58,2161670,362,Own,0,Car,536139,Defaulted,108299,118990,39,On Time,1,8,15,UPI,1,Low,4,3,Low,Good,0,0,0,0,0,1,1,0
53,2514139,637,Own,14,Personal,373741,Defaulted,55743,37172,41,On Time,0,2,9,Cash,0,Low,4,9,Medium,Average,0,0,0,0,0,0,0,0
50,1370328,831,Rent,29,Education,762153,Paid,36201,69669,38,Late,0,4,11,Cash,1,Low,1,7,Low,Good,0,1,0,0,0,0,0,0
21,1310376,305,Rent,12,Education,526764,Defaulted,76018,72415,44,Late,0,9,19,Debit Card,1,Low,2,4,Medium,Poor,1,0,0,0,0,0,0,0
50,795230,884,Own,13,Home,819273,Defaulted,402587,113527,26,On Time,1,8,8,UPI,0,Medium,1,7,Low,Poor,0,0,0,0,1,1,0,0
31,2380546,810,Rent,33,Personal,462076,Paid,351139,90175,16,Late,0,7,15,Cash,1,Low,2,8,Low,Poor,0,0,0,0,0,0,0,0
38,2852256,760,Own,24,Car,448689,Defaulted,15238,110436,2,On Time,0,2,9,Debit Card,0,Low,4,3,High,Poor,0,0,0,0,0,1,1,0
65,2244217,655,Own,32,Home,538510,Paid,322697,42431,32,On Time,0,4,2,Cash,0,Low,1,1,Low,Good,0,0,0,0,1,0,0,0
37,2231137,518,Rent,20,Home,651432,Defaulted,309741,96226,4,On Time,1,4,14,UPI,1,Low,4,6,Medium,Good,0,0,0,0,0,0,0,0
